Identifiant espace vert,Nom de l'espace vert,Typologie d'espace vert,Cat?gorie,Adresse - type voie,Adresse - Libell? voie,Code postal,Surface calcul?e,Superficie totale r?elle,Surface horticole,Pr?sence cloture,P?rim?tre,Nombre d'entit?s,Ouverture 24h_24h
10825,JARDINIERES DE LA PLACE DU PERE MARCELLIN CHAMPAGNAT,D?corations sur la voie publique,Jardiniere,PLACE DU,PERE MARCELLIN CHAMPAGNAT,75016,42,38,38,Non,60.33101083,2,
901,DECORATION ALEXANDRE 1ER DE YOUGOSLAVIE,Jardinets d?coratifs,Decoration,PLACE DE,COLOMBIE,75016,221,240,240,Oui,60.30573976,1,Oui
11736,JARDINIERES DE LA PORTE MAILLOT,D?corations sur la voie publique,Jardiniere,BOULEVARD DE L',AMIRAL BRUIX,75016,126,125,125,Non,120.5707865,2,
11855,JARDIN PARTAGE DU JARDIN DE L'HOPITAL SAINTE-PERINE,"Eph?m?res, partag?s, p?dagogiques",Jardin partage,RUE,MIRABEAU,75016,69,83,83,Oui,,1,Non
11277,JARDIN PARTAGE LE JARDIN AUX HABITANTS,"Eph?m?res, partag?s, p?dagogiques",Jardin partage,RUE DE LA,MANUTENTION,75016,367,300,300,Oui,116.0681149,1,Non
11331,"HIPPODROME D'AUTEUIL, PELOUSE A",Promenades ouvertes,Pelouse,ROUTE D',AUTEUIL AUX LACS,75016,62708,62714,,Oui,1080.51228,1,Non
10694,JARDINIERES DE LA RUE BEETHOVEN,D?corations sur la voie publique,Jardiniere,RUE,BEETHOVEN,75016,26,30,30,Non,50.35372598,8,
426,JARDINET DU 9 RUE DE BOULAINVILLIERS,Jardinets d?coratifs,Jardinet,RUE,GROS,75016,435,490,,Oui,228.3990906,1,Non
11658,13-00,P?riph?rique,Talus,,,75016,2333,,,Non,219.7580186,1,
11665,14-00,P?riph?rique,Talus,,,75016,2131,,,Non,364.408041,1,
435,15-11,P?riph?rique,Talus,,,75016,2280,,,Non,646.126224,1,
11854,JARDIN PARTAGE DU SQUARE ALEXANDRE ET RENE PARODI,"Eph?m?res, partag?s, p?dagogiques",Jardin partage,PLACE DE LA,PORTE MAILLOT,75016,268,370,370,Oui,,1,Non
422,JARDIN DES POETES,Promenades ouvertes,Jardin,AVENUE DE LA,PORTE D'AUTEUIL,75016,14388,17500,,Oui,590.81616,1,Non
10821,JARDINETS DE L'AVENUE DE CAMOENS,D?corations sur la voie publique,Jardinet,AVENUE DE,CAMOENS,75016,158,130,130,Non,98.08407036,3,
10824,JARDINIERES DE L'AVENUE THEOPHILE GAUTIER,D?corations sur la voie publique,Jardiniere,AVENUE,FRANCOIS GERARD,75016,39,40,40,Non,39.66987736,2,
11641,10-01,P?riph?rique,Talus,,,75016,504,,,Non,307.8215282,1,
11647,12-03,P?riph?rique,Talus,,,75016,832,,,Non,342.7676716,1,
11662,13-50,P?riph?rique,Talus,,,75016,1671,,,Non,757.1076359,1,
11673,15-03,P?riph?rique,Talus,,,75016,2032,,,Non,847.4093352,1,
417,JARDIN DU GENERAL ANSELIN,Promenades ouvertes,Jardin,AVENUE DE,POLOGNE,75016,4196,4080,2656,Oui,284.4942716,1,Oui
400,JARDIN DE LA PLACE DU TROCADERO ET DU ONZE NOVEMBRE,Promenades ouvertes,Jardin,PLACE DU,TROCADERO ET DU ONZE NOVEMBRE,75016,2536,2648,2086,Oui,234.7777875,1,Oui
407,SQUARE ANNA DE NOAILLES,Promenades ouvertes,Square,BOULEVARD DE L,AMIRAL BRUIX,75016,5039,3650,2303,Non,394.4795837,1,Oui
10826,DECORATION DE LA PLACE ROCHAMBEAU,D?corations sur la voie publique,Decoration,PLACE,ROCHAMBEAU,75016,157,152,152,Non,66.59499153,1,
10840,JARDINIERES DE LA RUE D'AUTEUIL,D?corations sur la voie publique,Jardiniere,RUE D',AUTEUIL,75016,46,70,70,Non,61.54823452,3,
11178,JARDINIERE VERTICALE DU 32 RUE PARENT DE ROSAN,Murs v?g?talis?s,Murs vegetalises,RUE,PARENT DE ROSAN,75016,38,,,Non,155.6252392,1,
433,10-04,P?riph?rique,Talus,,,75016,162,,,Non,89.74971347,1,
11663,13-07,P?riph?rique,Talus,,,75016,1232,,,Non,526.5776421,1,
11677,15-07,P?riph?rique,Talus,,,75016,911,,,Non,423.9476909,1,
11680,15-10,P?riph?rique,Talus,,,75016,494,,,Non,189.2281178,1,
437,16-03,P?riph?rique,Talus,,,75016,2057,2173,2173,Non,349.5725934,1,
10822,JARDINETS DE L'AVENUE DU PARC DE PASSY,D?corations sur la voie publique,Jardinet,AVENUE DU,PARC DE PASSY,75016,70,70,70,Non,147.399831,5,
10844,JARDIN DE LA MAISON DE BALZAC,Jardins privatifs,Jardin,RUE,RAYNOUARD,75016,838,950,950,Oui,143.6682394,1,Non
899,JARDINET DE LA MAIRIE DU XVIEME,Jardinets d?coratifs,Jardinet,AVENUE,HENRI MARTIN,75016,1284,1200,,Oui,351.1134332,5,Non
10946,JARDINIERE DU MONUMENT A LA GLOIRE DES ARMEES FRANCAISES,D?corations sur la voie publique,Jardiniere,PLACE DU,TROCADERO ET DU ONZE NOVEMBRE,75016,131,112,112,Non,142.3895929,1,
11651,12-05,P?riph?rique,Talus,,,75016,1009,,,Non,230.3814549,1,
11657,13-02,P?riph?rique,Talus,,,75016,1071,,,Non,241.5977931,1,
11661,13-03,P?riph?rique,Talus,,,75016,609,,,Non,246.206162,1,
11678,15-08,P?riph?rique,Talus,,,75016,702,,,Non,193.6497573,1,
409,SQUARE ALFRED CAPUS,Promenades ouvertes,Square,BOULEVARD,SUCHET,75016,2174,2182,1413,Oui,193.1094134,1,Oui
428,JARDIN MAURICE BARLIER,Jardinets d?coratifs,Jardin,BOULEVARD,FLANDRIN,75016,1172,1670,,Oui,264.603447,1,Non
431,10-00,P?riph?rique,Talus,,,75016,1493,,,Non,279.335942,1,
402,SQUARE DES ECRIVAINS COMBATTANTS MORTS POUR LA FRANCE,Promenades ouvertes,Square,AVENUE DU,MARECHAL MAUNOURY,75016,2057,2282,1641,Oui,196.0760909,1,Oui
413,JARDIN DE L'EGLISE SAINTE-JEANNE DE CHANTAL,Promenades ouvertes,Jardin,PLACE DU,DOCTEUR PAUL MICHAUX,75016,2151,2797,2009,Oui,359.4160899,1,Non
10828,PLATE-BANDE DU BOULEVARD MARBEAU,D?corations sur la voie publique,Plate-bande,BOULEVARD,MARBEAU,75016,415,430,430,Non,223.0532745,2,
10833,JARDINIERE DE LA PLACE DE MEXICO,D?corations sur la voie publique,Jardiniere,PLACE DE,MEXICO,75016,36,16,16,Non,21.47460565,1,
404,JARDIN DE LA PLACE DE LA PORTE DE SAINT-CLOUD,Promenades ouvertes,Jardin,PLACE DE LA,PORTE DE SAINT CLOUD,75016,3154,3420,720,Non,203.1194893,1,Oui
902,JARDINET DE LA PLACE STEFANIK,Jardinets d?coratifs,Jardinet,PLACE DU,GENERAL STEFANIK,75016,373,330,330,Oui,108.5234808,2,Non
11676,15-06,P?riph?rique,Talus,,,75016,2673,,,Non,394.4662622,1,
11682,16-02,P?riph?rique,Talus,,,75016,762,,,Non,258.3085861,1,
438,16-05,P?riph?rique,Talus,,,75016,641,3252,3035,Non,241.4681243,1,
11751,JARDINIERE VERTICALE DU 162 BOULEVARD MURAT,Murs v?g?talis?s,Murs vegetalises,BOULEVARD,MURAT,75016,7,,,Non,,25,
408,SQUARE HENRY BATAILLE,Promenades ouvertes,Square,BOULEVARD,SUCHET,75016,2166,2343,887,Oui,203.185364,1,Oui
418,SQUARE DU TCHAD,Promenades ouvertes,Square,AVENUE DU,GENERAL SARRAIL,75016,9122,5760,4106,Oui,586.1476071,1,Non
439,TALUS PORTE MAILLOT 47PB 48B 49PB,P?riph?rique,Talus,RUE,JOSEPH ET MARIE HACKIN,75016,5215,4078,4078,Non,1010.659962,3,
10838,JARDINIERE DE LA PLACE DE L'AMIRAL DE GRASSE,D?corations sur la voie publique,Jardiniere,PLACE DE L',AMIRAL DE GRASSE,75016,15,15,15,Non,20.43068467,1,
11330,"HIPPODROME D'AUTEUIL, PELOUSE B",Promenades ouvertes,Pelouse,ROUTE D',AUTEUIL AUX LACS,75016,24652,24659,,Oui,899.8395218,1,Non
394,JARDIN DU RANELAGH,Promenades ouvertes,Jardin,CHAUSSEE DE LA,MUETTE,75016,54911,60500,47868,Non,2749.412224,1,Oui
11642,10-02,P?riph?rique,Talus,,,75016,114,,,Non,85.32225577,1,
11644,10-50,P?riph?rique,Talus,,,75016,846,,,Non,539.3319296,1,
11652,12-01,P?riph?rique,Talus,,,75016,4971,,,Non,628.4293187,1,
11737,JARDINIERE DE L'ALLEE CHARLES BRENNUS,D?corations sur la voie publique,Jardiniere,RUE,NUNGESSER ET COLI,75016,72,66,66,Non,47.76954109,1,
11738,JARDINIERE VERTICALE DU 41B RUE JEAN DE LA FONTAINE,Murs v?g?talis?s,Murs vegetalises,RUE,JEAN DE LA FONTAINE,75016,1,,,Non,11.94955266,6,
10832,PLATE-BANDE DE LA RUE RAYNOUARD,D?corations sur la voie publique,Plate-bande,RUE,RAYNOUARD,75016,232,245,245,Non,139.6610844,4,
11332,"HIPPODROME D'AUTEUIL, PELOUSE C",Promenades ouvertes,Pelouse,ROUTE D',AUTEUIL AUX LACS,75016,26584,26594,,Oui,985.0200485,1,Non
11176,JARDINIERE VERTICALE DU 18 RUE GROS,Murs v?g?talis?s,Murs vegetalises,RUE,GROS,75016,9,,,Non,67.20237644,1,
11645,11-00,P?riph?rique,Talus,,,75016,1507,,,Non,303.8599815,1,
11825,JARDINIERES DE LA PORTE DE SAINT CLOUD,D?corations sur la voie publique,Jardiniere,AVENUE DE LA,PORTE DE SAINT CLOUD,75016,1401,1400,1400,Non,544.2672583,12,
11173,JARDINIERE VERTICALE DU 19 AVENUE DU PARC DE PASSY,Murs v?g?talis?s,Murs vegetalises,AVENUE DU,PARC DE PASSY,75016,3,,,Non,50.68035636,1,
434,11-02,P?riph?rique,Talus,,,75016,2056,,,Non,364.9842728,1,
11650,12-05,P?riph?rique,Talus,,,75016,2418,,,Non,314.8428109,1,
410,SQUARE LEON TOLSTOI,Promenades ouvertes,Square,AVENUE DU,MARECHAL LYAUTEY,75016,2106,2470,1645,Oui,197.3323678,1,Oui
412,SQUARE ALEXANDRE ET RENE PARODI,Promenades ouvertes,Square,PLACE DE LA,PORTE MAILLOT,75016,24683,23595,12926,Oui,731.4871154,1,Oui
11108,SQUARE ROGER COQUOIN,Promenades ouvertes,Square,AVENUE,FERDINAND BUISSON,75016,10913,10000,,Oui,448.1559104,1,Oui
10823,PELOUSE DU TERRE PLEIN DE L'AVENUE DE LA PORTE MOLITOR,D?corations sur la voie publique,Pelouse,AVENUE DE LA,PORTE MOLITOR,75016,225,250,250,Non,80.64390774,1,
10836,JARDINIERES DE LA RUE SERGE PROKOFIEV,D?corations sur la voie publique,Jardiniere,RUE,SERGE PROKOFIEV,75016,119,45,45,Non,105.384433,3,
11664,14-50,P?riph?rique,Talus,,,75016,137,,,Non,91.98735337,1,
11666,14-02,P?riph?rique,Talus,,,75016,592,,,Non,221.1888688,1,
10827,DECORATION DE LA PLACE RODIN,D?corations sur la voie publique,Decoration,PLACE,RODIN,75016,64,55,55,Non,119.4846383,2,
10829,JARDINIERES DE LA RUE DES PERCHAMPS,D?corations sur la voie publique,Jardiniere,RUE DES,PERCHAMPS,75016,42,33,33,Non,39.56646367,2,
10043,JARDIN DU PRE CATELAN,Promenades ouvertes,Jardin,CHEMIN DE LA,CROIX CATELAN,75016,80234,80240,,Oui,1200.380943,1,Non
11175,JARDINIERE VERTICALE DU 1 RUE DE GALLIERA,Murs v?g?talis?s,Murs vegetalises,RUE DE,GALLIERA,75016,2,,,Non,18.67146194,1,
11649,12-50,P?riph?rique,Talus,,,75016,488,,,Non,184.0725042,1,
403,JARDINS DE LA PORTE DE SAINT CLOUD,Promenades ouvertes,Jardin,AVENUE,FERDINAND BUISSON,75016,17113,17200,,Oui,1101.584091,1,Oui
396,JARDIN DE LA PLACE DU MARECHAL DELATTRE DE TASSIGNY,Promenades ouvertes,Jardin,PLACE DU,MARECHAL DE LATTRE DE TASSIGNY,75016,8145,7850,6699,Non,321.0638883,1,Oui
11316,SQUARE DE LA PHOTO HIPPIQUE,Promenades ouvertes,Square,CHEMIN DE,CEINTURE DU LAC INFERIEUR,75016,4021,4021,,Non,248.0322433,1,
11379,JARDIN DE L'AVENUE FOCH,Promenades ouvertes,Jardin,AVENUE,FOCH,75016,62231,66200,64737,Non,6100.660288,1,Oui
900,JARDINET DE LA GARE  D'AUTEUIL,Jardinets d?coratifs,Jardinet,RUE D',AUTEUIL,75016,123,400,,Oui,82.9186454,3,Non
11679,15-09,P?riph?rique,Talus,,,75016,437,,,Non,203.8586756,1,
436,16-01,P?riph?rique,Talus,,,75016,1677,1700,1700,Non,463.8741381,1,
406,SQUARE ROBERT SCHUMANN,Promenades ouvertes,Square,BOULEVARD,LANNES,75016,3470,3559,2075,Oui,272.111923,1,Oui
10839,JARDINIERE DE LA PLACE DE COSTA RICA,D?corations sur la voie publique,Jardiniere,PLACE DE,COSTA RICA,75016,73,66,66,Non,30.4694655,1,
421,SQUARE HENRI COLLET,Promenades ouvertes,Square,RUE,GROS,75016,4205,5100,3040,Oui,454.1714048,1,Non
10784,PROMENADE PC 16  (PETITE CEINTURE),Promenades ouvertes,Promenade,RUE,RAFFET,75016,21208,22650,,Oui,2273.627051,1,Non
11646,12-02,P?riph?rique,Talus,,,75016,3216,,,Non,373.6229702,1,
11667,14-03,P?riph?rique,Talus,,,75016,413,,,Non,199.074777,1,
897,SQUARE THOMAS JEFFERSON,Promenades ouvertes,Square,PLACE DES,ETATS UNIS,75016,2564,2968,2631,Oui,318.7254569,1,Non
405,SQUARE CLAUDE DEBUSSY,Promenades ouvertes,Square,AVENUE DU,MARECHAL FAYOLLE,75016,3384,3506,1185,Oui,260.9261495,1,Oui
416,JARDIN DE L'HOPITAL SAINTE-PERINE,Promenades ouvertes,Jardin,RUE,MIRABEAU,75016,37240,37600,,Oui,773.5975623,1,Non
430,CIMETIERE DE PASSY,Cimeti?res,Cimeti?re,RUE DU,COMMANDANT SCHLOESING,75016,18017,17000,,Oui,601.5376903,1,Non
397,SQUARE LAMARTINE,Promenades ouvertes,Square,SQUARE,LAMARTINE,75016,1701,1613,832,Oui,236.6756945,1,Non
420,JARDIN JAN DOORNIK,Promenades ouvertes,Jardin,BOULEVARD,FLANDRIN,75016,5280,4800,3600,Oui,544.6988537,1,Non
11174,JARDINIERE VERTICALE DU 1 PLACE DE LA PORTE MAILLOT,Murs v?g?talis?s,Murs vegetalises,PLACE DE LA,PORTE MAILLOT,75016,6,,,Non,52.6514293,1,
11440,JARDINIERE VERTICALE DU 23 PLACE DU TROCADERO ET DU ONZE NOVEMBRE,Murs v?g?talis?s,Murs vegetalises,PLACE DU,TROCADERO ET DU ONZE NOVEMBRE,75016,10,,,Non,56.70614233,2,
11497,JARDINIERE DE LA RUE ABEL FERRY,D?corations sur la voie publique,Jardiniere,RUE DE LA,PETITE ARCHE,75016,321,280,280,Non,97.34244717,1,
11668,14-01,P?riph?rique,Talus,,,75016,520,,,Non,224.9353566,1,
11669,15-00,P?riph?rique,Talus,,,75016,717,,,Non,239.5088543,1,
457,PROMENADE BERNARD LAFAY - A6,Promenades ouvertes,Promenade,BOULEVARD DE,REIMS,75017,3016,3686,2810,Oui,418.4685246,0,Non
466,JARDIN JACQUES AUDIBERTI,Promenades ouvertes,Jardin,RUE,CINO DEL DUCA,75017,2748,2650,1616,Oui,260.3328283,1,Non
11270,PELOUSE PLACE DU GENERAL CATROUX-EST (ALEXANDRE DUMAS FILS),Jardinets d?coratifs,Pelouse,PLACE,DU GENERAL CATROUX,75017,515,475,,Oui,105.6376895,1,Non
11081,ESPACE VERT DU STADE DE LA PORTE D'ASNIERES,Etablissements sportifs,Espace Vert,AVENUE,BRUNETIERE,75017,1652,1048,1048,Oui,635.7680238,1,Non
10701,DECORATION DE LA PLACE ARNAULT TZANCK,D?corations sur la voie publique,Decoration,PLACE,ARNAULT TZANCK,75017,206,200,200,Non,65.88104002,1,
11263,SQUARE AUGUSTE BALAGNY,Promenades ouvertes,Square,RUE,JEAN OESTREICHER,75017,2257,2293,,Oui,280.5324225,1,Non
10717,DECORATION DE LA PLACE DE WAGRAM,D?corations sur la voie publique,Decoration,PLACE DE,WAGRAM,75017,804,754,754,Non,104.2740958,1,
475,JARDINET DU PARC DE STATIONNEMENT POUR AUTOCARS BD PERSHING,Jardinets d?coratifs,Jardinet,BOULEVARD,PERSHING,75017,1708,3381,1830,Non,636.9824405,5,
11603,17-99-05,P?riph?rique,Talus,VOIE,BG/17,75017,491,566,566,Non,99.45866268,1,
11605,17-99-07,P?riph?rique,Talus,VOIE,BF/17,75017,151,110,110,Non,75.98831495,1,
11817,JARDIN PARTAGE DU PARC CLICHY-BATIGNOLLES - MARTIN LUTHER KING,"Eph?m?res, partag?s, p?dagogiques",Jardin partage,RUE,BERNARD BUFFET,75017,259,370,370,Oui,,1,Non
11856,JARDIN PARTAGE DU PARC CLICHY-BATIGNOLLES - MARTIN LUTHER KING,"Eph?m?res, partag?s, p?dagogiques",Jardin partage,RUE,GILBERT CESBRON,75017,415,380,380,Oui,,1,Non
455,PROMENADE BERNARD LAFAY - C2,Promenades ouvertes,Promenade,BOULEVARD DE,REIMS,75017,13616,14576,10377,Oui,1196.509184,0,Non
10788,JARDINIERE DE LA PLACE BOULNOIS,D?corations sur la voie publique,Jardiniere,PLACE,BOULNOIS,75017,31,33,33,Non,22.04848606,1,
444,SQUARE DES EPINETTES,Promenades ouvertes,Square,RUE,MARIA DERAISMES,75017,10215,10420,4535,Oui,413.1296027,1,Non
11492,JARDINIERES DE LA RUE GILBERT CESBRON,D?corations sur la voie publique,Jardiniere,RUE,GILBERT CESBRON,75017,686,680,680,Non,602.5512103,12,
514,17-01,P?riph?rique,Talus,,,75017,3146,,,Non,328.265968,1,
518,18-02,P?riph?rique,Talus,,,75017,1060,,,Non,329.5335428,1,
10030,PROMENADE PEREIRE - TERNES / MAILLOT,Promenades ouvertes,Promenade,AVENUE DES,TERNES,75017,3888,4040,1945,Oui,432.1366534,0,Non
11226,JARDINIERE DE LA PLACE DU DOCTEUR FELIX LOBLIGEOIS,D?corations sur la voie publique,Jardiniere,PLACE DU,DOCTEUR FELIX LOBLIGEOIS,75017,180,167,167,Non,53.20876702,1,
10028,PROMENADE PEREIRE - LEBON / GUERSANT,Promenades ouvertes,Promenade,AVENUE DES,TERNES,75017,2167,2210,1520,Oui,330.4912248,0,Non
11447,JARDINIERE VERTICALE DU 21 RUE ANDRE BRECHET,Murs v?g?talis?s,Murs vegetalises,RUE,ANDRE BRECHET,75017,1,,,Non,8.12175189,1,
513,17-00,P?riph?rique,Talus,,,75017,747,,,Non,208.1398394,1,
11602,17-99-04,P?riph?rique,Talus,VOIE,BF/17,75017,1051,1120,1120,Non,253.2620513,1,
11903,JARDINIERE VERTICALE DU 2 PASSAGE LEGENDRE,Murs v?g?talis?s,Murs vegetalises,PASSAGE,LEGENDRE,75017,10,,,Non,,0,
470,TERRAIN DE BOULES BOULEVARD DE REIMS,Promenades ouvertes,Terrain de boules,BOULEVARD DE,REIMS,75017,1041,1062,,Non,177.4716705,1,Oui
10966,SQUARE ANDRE BRECHET,Promenades ouvertes,Square,RUE,ANDRE BRECHET,75017,2098,2200,,Oui,250.2733748,1,Non
11180,JARDINIERE VERTICALE DE LA RUE FRAGONARD,Murs v?g?talis?s,Murs vegetalises,RUE DE LA,JONQUIERE,75017,16,,,Non,77.73173703,1,
515,17-03,P?riph?rique,Talus,,,75017,1631,,,Non,251.6999979,1,
519,18-04,P?riph?rique,Talus,,,75017,573,,,Non,244.5156161,1,
11601,17-99-03,P?riph?rique,Talus,PLACE DE,VERDUN,75017,335,292,292,Non,88.95725593,1,
11503,JARDINIERES DE LA RUE PIERRE REBIERE,D?corations sur la voie publique,Jardiniere,RUE,PIERRE REBIERE,75017,447,633,633,Non,575.5191251,7,
11218,JARDIN CLEMENCE-ANNICK BURGARD,Promenades ouvertes,Jardin,RUE,PIERRE REBIERE,75017,905,1421,,Oui,83.51459187,1,Non
11501,JARDINIERES DE LA RUE DU BASTION,D?corations sur la voie publique,Jardiniere,RUE DU,BASTION,75017,1176,1100,1100,Non,1462.74292,7,
11364,JARDINIERES DU MAIL BRECHET,D?corations sur la voie publique,Jardiniere,RUE,ANDRE BRECHET,75017,1137,1130,1130,Non,445.2107223,6,
11445,JARDINIERE VERTICALE DU 28 RUE DES DAMES,Murs v?g?talis?s,Murs vegetalises,RUE DES,DAMES,75017,2,,,Non,7.96614324,1,
11499,JARDIN HANS ET SOPHIE SCHOLL,Promenades ouvertes,Jardin,BOULEVARD DU,BOIS LE PRETRE,75017,10130,,,,1004.928823,0,<Nul>
11604,17-99-06,P?riph?rique,Talus,RUE,GUSTAVE CHARPENTIER,75017,490,489,489,Non,160.1649335,2,
11934,JARDINIERES DU BOULEVARD DU BOIS LE PRETRE,D?corations sur la voie publique,Jardiniere,RUE,PIERRE REBIERE,75017,,255,255,Non,,8,
10025,PROMENADE PEREIRE - PROMENADE ROSEMONDE PUJOL,Promenades ouvertes,Promenade,AVENUE DES,TERNES,75017,2655,2580,1314,Oui,312.8641857,0,Non
10855,JARDINIERES DE L'ESPACE CHAMPERRET,D?corations sur la voie publique,Jardiniere,RUE,JEAN OESTREICHER,75017,504,555,555,Non,254.999264,4,
10027,PROMENADE PEREIRE - BAYEN / LEBON,Promenades ouvertes,Promenade,AVENUE DES,TERNES,75017,952,1150,288,Oui,156.5926995,0,Non
446,SQUARE DE L'AMERIQUE LATINE,Promenades ouvertes,Square,PLACE DE LA,PORTE DE CHAMPERRET,75017,1911,1825,1210,Oui,196.5091044,1,Non
465,SQUARE PAUL PARAY,Promenades ouvertes,Square,RUE,CHRISTINE DE PISAN,75017,3818,4145,1595,Oui,492.7470897,1,Non
11446,JARDINIERE VERTICALE DU 28 RUE BIOT,Murs v?g?talis?s,Murs vegetalises,RUE,BIOT,75017,20,,,Non,71.27557004,1,
11502,JARDINIERES DE LA RUE RENE BLUM,D?corations sur la voie publique,Jardiniere,RUE,RENE BLUM,75017,128,130,130,Non,157.0000568,8,
522,17-99-01,P?riph?rique,Talus,PLACE DE LA,PORTE MAILLOT,75017,343,743,743,Non,107.4597732,1,
11900,JARDIN PARTAGE DES HAUTS DE MALESHERBES,"Eph?m?res, partag?s, p?dagogiques",Jardin partage,RUE,ALBERT ROUSSEL,75017,38,650,650,Oui,,1,Non
453,SQUARE SAINTE-ODILE,Promenades ouvertes,Square,BOULEVARD DE LA,SOMME,75017,11104,11344,6938,Oui,458.4060779,1,Non
11268,JARDIN DE LA MULATRESSE SOLITUDE,Jardinets d?coratifs,Pelouse,PLACE,DU GENERAL CATROUX,75017,1490,1375,,Oui,307.1498268,2,Non
10848,JARDINIERES DE LA RUE CINO DEL DUCA,D?corations sur la voie publique,Jardiniere,RUE,CINO DEL DUCA,75017,451,266,266,Non,306.3731966,13,
11181,JARDINIERE VERTICALE DU 15 RUE NOLLET,Murs v?g?talis?s,Murs vegetalises,RUE,NOLLET,75017,0,,,Non,2.80161408,1,
10749,JARDINIERE VERTICALE DU 30B RUE GUY MOQUET,Murs v?g?talis?s,Murs vegetalises,RUE,GUY MOQUET,75017,7,,,Non,20.14031555,1,
469,SQUARE DE LA VILLA SAINTE-CROIX,Promenades ouvertes,Square,VILLA,SAINTE CROIX,75017,3332,3390,2020,Oui,271.2755679,1,Non
10719,JARDINIERES DE LA RUE LOUIS VIERNE,D?corations sur la voie publique,Jardiniere,RUE,LOUIS VIERNE,75017,959,706,706,Non,754.0454749,9,
11955,JARDINIERES DE LA PLACE MARCELLE HENRY,D?corations sur la voie publique,Jardiniere,AVENUE,CH/17,75017,74,75,75,Non,,3,
474,JARDIN PAUL DIDIER,Promenades ouvertes,Jardin,RUE DU,COLONEL MANHES,75017,2513,2600,1531,Oui,507.9055551,1,Non
10026,PROMENADE PEREIRE - PROMENADE THERESE PIERRE,Promenades ouvertes,Promenade,AVENUE DES,TERNES,75017,3099,3200,1910,Oui,357.3890416,0,Non
11599,20-01,P?riph?rique,Talus,,,75017,3228,,,Non,754.3733499,1,
10029,PROMENADE PEREIRE - GUERSANT / TERNES,Promenades ouvertes,Promenade,AVENUE DES,TERNES,75017,2621,1280,812,Oui,299.2086419,0,Non
11267,PELOUSE PLACE DU GENERAL CATROUX-SUD (MASSIF TB),Jardinets d?coratifs,Pelouse,PLACE,DU GENERAL CATROUX,75017,1502,1612,,Oui,305.43689,2,Non
10720,JARDINIERES DE LA RUE DES TAPISSERIES,D?corations sur la voie publique,Jardiniere,RUE DES,TAPISSERIES,75017,1117,1078,1078,Non,573.532754,12,
521,20-02,P?riph?rique,Talus,,,75017,785,,,Non,161.8073865,1,
11600,17-99-02,P?riph?rique,Talus,VOIE,BH/17,75017,734,687,687,Non,292.491675,1,
11608,17-99-11,P?riph?rique,Talus,BOULEVARD DE,REIMS,75017,3196,2920,2920,Non,859.8625468,1,
11901,JARDINIERE VERTICALE DU 133 AVENUE DE SAINT-OUEN,Murs v?g?talis?s,Murs vegetalises,AVENUE DE,SAINT-OUEN,75017,2,,,Non,,1,
471,SQUARE DU PASSAGE MONCEY,Promenades ouvertes,Square,RUE,DAUTANCOURT,75017,875,880,405,Oui,176.8509679,1,Non
452,SQUARE ALEXIS CLEREL DE TOCQUEVILLE,Promenades ouvertes,Square,RUE DE,TOCQUEVILLE,75017,2555,2041,1107,Oui,307.651034,1,Non
11269,PELOUSE PLACE DU GENERAL CATROUX-OUEST (ALEXANDRE DUMAS PERE),Jardinets d?coratifs,Pelouse,PLACE,DU GENERAL CATROUX,75017,678,475,,Oui,114.410246,1,Non
10708,JARDINIERES DE LA GARE ET PARKING MAILLOT,D?corations sur la voie publique,Jardiniere,BOULEVARD,PEREIRE,75017,1070,1096,1096,Non,706.2809457,7,
10853,JARDINIERE DE LA PLACE STUART MERRILL,D?corations sur la voie publique,Jardiniere,PLACE,STUART MERRILL,75017,29,30,30,Non,21.79341777,1,
10859,JARDINIERES DE L'AVENUE DE LA PORTE D'ASNIERES (PARKING),D?corations sur la voie publique,Jardiniere,AVENUE DE LA,PORTE D'ASNIERES,75017,513,515,515,Non,218.7844615,3,
461,PROMENADE BERNARD LAFAY - A4,Promenades ouvertes,Promenade,BOULEVARD DE,REIMS,75017,3909,4310,3166,Oui,680.6105492,0,Oui
517,17-07,P?riph?rique,Talus,,,75017,2119,,,Non,425.4143991,1,
11442,JARDINIERES DE LA RUE GEORGES PICQUART,D?corations sur la voie publique,Jardiniere,RUE,GEORGES PICQUART,75017,280,640,640,Non,318.3360708,10,
460,SQUARE OLAVE ET ROBERT BADEN-POWELL,Promenades ouvertes,Square,RUE,BAYEN,75017,4204,4130,2849,Oui,355.4703027,1,Non
462,JARDIN MARGUERITE LONG,Promenades ouvertes,Jardin,ALLEE DU,GENERAL KOENIG,75017,1169,1208,685,Oui,140.9304957,1,Oui
10876,JARDINET DE LA PORTE MAILLOT NUMERO 50B,Jardinets d?coratifs,Jardinet,PLACE DE,VERDUN,75017,295,350,350,Non,86.18065655,1,
11363,JARDINIERE ANGLE RUE BIOT RUE DES DAMES,D?corations sur la voie publique,Jardiniere,RUE,BIOT,75017,112,92,92,Non,106.0555811,3,
10718,JARDINIERES DU BOULEVARD DES BATIGNOLLES (STATION ROME),D?corations sur la voie publique,Jardiniere,BOULEVARD DES,BATIGNOLLES,75017,816,827,827,Non,393.057483,5,
10851,DECORATION DU BOULEVARD DES BATIGNOLLES,D?corations sur la voie publique,Decoration,BOULEVARD DES,BATIGNOLLES,75017,91,276,276,Non,95.19661375,6,
